id_espaco,rua,tipo,lat,lon,status_aluguel
CNEFE-2800308-0-23,"Calçadão João Pessoa, 459",Sala Comercial,-10.911686666666666,-37.05200000000001,Alugado
CNEFE-2800308-0-24,"Calçadão João Pessoa, 480",Residencial,-10.91176,-37.0518,Alugado
CNEFE-2800308-0-25,"Calçadão João Pessoa, 500",Galpão,-10.911833333333334,-37.05200000000001,Disponível
CNEFE-2800308-0-26,"Calçadão João Pessoa, 520",Sala Comercial,-10.911906666666667,-37.0518,Alugado
CNEFE-2800308-0-27,"Calçadão João Pessoa, 540",Residencial,-10.91198,-37.05200000000001,Alugado
CNEFE-2800308-0-28,"Calçadão João Pessoa, 560",Loja Térrea,-10.912053333333333,-37.0518,Abandonado/IPTU Atrasado
CNEFE-2800308-0-29,"Calçadão João Pessoa, 580",Sala Comercial,-10.912126666666667,-37.05200000000001,Alugado
CNEFE-2800308-0-30,"Calçadão João Pessoa, 600",Galpão,-10.9122,-37.0518,Abandonado/IPTU Atrasado
CNEFE-2800308-0-31,"Calçadão João Pessoa, 620",Residencial,-10.912273333333333,-37.05200000000001,Alugado
CNEFE-2800308-0-32,"Calçadão João Pessoa, 640",Sala Comercial,-10.912346666666666,-37.0518,Alugado
CNEFE-2800308-0-33,"Calçadão João Pessoa, 660",Residencial,-10.91242,-37.05200000000001,Alugado
CNEFE-2800308-0-34,"Calçadão João Pessoa, 680",Residencial,-10.912493333333334,-37.0518,Alugado
CNEFE-2800308-0-35,"Calçadão João Pessoa, 700",Residencial,-10.912566666666667,-37.05200000000001,Alugado
CNEFE-2800308-0-36,"Calçadão João Pessoa, 720",Sala Comercial,-10.91264,-37.0518,Abandonado/IPTU Atrasado
CNEFE-2800308-0-37,"Calçadão João Pessoa, 740",Loja Térrea,-10.912713333333333,-37.05200000000001,Alugado
CNEFE-2800308-0-38,"Calçadão João Pessoa, 760",Loja Térrea,-10.912786666666667,-37.0518,Alugado
CNEFE-2800308-0-39,"Calçadão João Pessoa, 780",Loja Térrea,-10.91286,-37.05200000000001,Alugado
CNEFE-2800308-0-40,"Calçadão João Pessoa, 800",Residencial,-10.912933333333333,-37.0518,Alugado
CNEFE-2800308-0-41,"Calçadão João Pessoa, 820",Loja Térrea,-10.913006666666666,-37.05200000000001,Disponível
CNEFE-2800308-0-42,"Calçadão João Pessoa, 840",Loja Térrea,-10.91308,-37.0518,Alugado
CNEFE-2800308-0-43,"Calçadão João Pessoa, 860",Residencial,-10.913153333333334,-37.05200000000001,Alugado
CNEFE-2800308-0-44,"Calçadão João Pessoa, 880",Residencial,-10.913226666666667,-37.0518,Alugado
CNEFE-2800308-0-45,"Calçadão João Pessoa, 900",Sala Comercial,-10.9133,-37.05200000000001,Alugado
CNEFE-2800308-0-46,"Calçadão João Pessoa, 919",Residencial,-10.913373333333332,-37.0518,Alugado
CNEFE-2800308-0-47,"Calçadão João Pessoa, 940",Residencial,-10.913446666666667,-37.05200000000001,Alugado
CNEFE-2800308-0-48,"Calçadão João Pessoa, 960",Loja Térrea,-10.91352,-37.0518,Disponível
CNEFE-2800308-0-49,"Calçadão João Pessoa, 980",Loja Térrea,-10.913593333333333,-37.05200000000001,Alugado
CNEFE-2800308-0-50,"Calçadão João Pessoa, 1000",Residencial,-10.913666666666666,-37.0518,Alugado
CNEFE-2800308-0-51,"Calçadão João Pessoa, 1020",Galpão,-10.91374,-37.05200000000001,Abandonado/IPTU Atrasado
CNEFE-2800308-0-52,"Calçadão João Pessoa, 1040",Loja Térrea,-10.913813333333334,-37.0518,Disponível
CNEFE-2800308-0-53,"Calçadão João Pessoa, 1060",Loja Térrea,-10.913886666666667,-37.05200000000001,Disponível
CNEFE-2800308-0-54,"Calçadão João Pessoa, 1080",Residencial,-10.91396,-37.0518,Alugado
CNEFE-2800308-0-55,"Calçadão João Pessoa, 1100",Loja Térrea,-10.914033333333332,-37.05200000000001,Alugado
CNEFE-2800308-0-56,"Calçadão João Pessoa, 1120",Sala Comercial,-10.914106666666667,-37.0518,Alugado
CNEFE-2800308-0-57,"Calçadão João Pessoa, 1140",Loja Térrea,-10.91418,-37.05200000000001,Alugado
CNEFE-2800308-0-58,"Calçadão João Pessoa, 1160",Loja Térrea,-10.914253333333333,-37.0518,Alugado
CNEFE-2800308-0-59,"Calçadão João Pessoa, 1180",Galpão,-10.914326666666666,-37.05200000000001,Abandonado/IPTU Atrasado
CNEFE-2800308-0-60,"Calçadão João Pessoa, 1200",Sala Comercial,-10.9144,-37.0518,Abandonado/IPTU Atrasado
CNEFE-2800308-0-61,"Calçadão João Pessoa, 1220",Loja Térrea,-10.914473333333333,-37.05200000000001,Alugado
CNEFE-2800308-0-62,"Calçadão João Pessoa, 1240",Sala Comercial,-10.914546666666666,-37.0518,Alugado
CNEFE-2800308-0-63,"Calçadão João Pessoa, 1260",Loja Térrea,-10.91462,-37.05200000000001,Alugado
CNEFE-2800308-0-64,"Calçadão João Pessoa, 1280",Residencial,-10.914693333333334,-37.0518,Alugado
CNEFE-2800308-0-65,"Calçadão João Pessoa, 1300",Residencial,-10.914766666666667,-37.05200000000001,Alugado
CNEFE-2800308-0-66,"Calçadão João Pessoa, 1320",Galpão,-10.91484,-37.0518,Disponível
CNEFE-2800308-0-67,"Calçadão João Pessoa, 1340",Loja Térrea,-10.914913333333333,-37.05200000000001,Disponível
CNEFE-2800308-0-68,"Calçadão João Pessoa, 1360",Loja Térrea,-10.914986666666666,-37.0518,Alugado
CNEFE-2800308-0-69,"Calçadão João Pessoa, 1380",Sala Comercial,-10.91506,-37.05200000000001,Alugado
CNEFE-2800308-0-70,"Calçadão João Pessoa, 1400",Residencial,-10.915133333333333,-37.0518,Alugado
CNEFE-2800308-0-71,"Calçadão João Pessoa, 1420",Residencial,-10.915206666666666,-37.05200000000001,Alugado
CNEFE-2800308-0-72,"Calçadão João Pessoa, 1440",Galpão,-10.91528,-37.0518,Abandonado/IPTU Atrasado
CNEFE-2800308-0-73,"Calçadão João Pessoa, 1460",Loja Térrea,-10.915353333333334,-37.05200000000001,Alugado
CNEFE-2800308-0-74,"Calçadão João Pessoa, 1480",Residencial,-10.915426666666667,-37.0518,Alugado
CNEFE-2800308-0-75,"Calçadão João Pessoa, 1500",Residencial,-10.9155,-37.05200000000001,Alugado
CNEFE-2800308-1-0,"Praça Fausto Cardoso, 7",Loja Térrea,-10.9135,-37.0505,Alugado
CNEFE-2800308-1-1,"Praça Fausto Cardoso, 166",Loja Térrea,-10.9137,-37.050444444444445,Disponível
CNEFE-2800308-1-2,"Praça Fausto Cardoso, 333",Sala Comercial,-10.9135,-37.05038888888889,Alugado
CNEFE-2800308-1-3,"Praça Fausto Cardoso, 500",Residencial,-10.9137,-37.050333333333334,Alugado
CNEFE-2800308-1-4,"Praça Fausto Cardoso, 666",Sala Comercial,-10.9135,-37.05027777777778,Alugado
CNEFE-2800308-1-5,"Praça Fausto Cardoso, 833",Sala Comercial,-10.9137,-37.05022222222222,Alugado
CNEFE-2800308-1-6,"Praça Fausto Cardoso, 1000",Loja Térrea,-10.9135,-37.05016666666666,Disponível
CNEFE-2800308-1-7,"Praça Fausto Cardoso, 1166",Residencial,-10.9137,-37.05011111111111,Alugado
CNEFE-2800308-1-8,"Praça Fausto Cardoso, 1333",Sala Comercial,-10.9135,-37.05005555555555,Alugado
CNEFE-2800308-1-9,"Praça Fausto Cardoso, 1500",Sala Comercial,-10.9137,-37.05,Alugado
CNEFE-2800308-2-0,"Rua Laranjeiras, 1",Residencial,-10.9124,-37.049,Alugado
CNEFE-2800308-2-1,"Rua Laranjeiras, 15",Loja Térrea,-10.9126,-37.04907291666667,Abandonado/IPTU Atrasado
CNEFE-2800308-2-2,"Rua Laranjeiras, 31",Residencial,-10.9124,-37.049145833333334,Alugado
CNEFE-2800308-2-3,"Rua Laranjeiras, 46",Residencial,-10.9126,-37.04921875,Alugado
CNEFE-2800308-2-4,"Rua Laranjeiras, 62",Sala Comercial,-10.9124,-37.04929166666667,Alugado
CNEFE-2800308-2-5,"Rua Laranjeiras, 78",Loja Térrea,-10.9126,-37.049364583333336,Disponível
CNEFE-2800308-2-6,"Rua Laranjeiras, 93",Residencial,-10.9124,-37.049437499999996,Alugado
CNEFE-2800308-2-7,"Rua Laranjeiras, 109",Galpão,-10.9126,-37.049510416666664,Disponível
CNEFE-2800308-2-8,"Rua Laranjeiras, 125",Residencial,-10.9124,-37.04958333333333,Alugado
CNEFE-2800308-2-9,"Rua Laranjeiras, 140",Residencial,-10.9126,-37.04965625,Alugado
CNEFE-2800308-2-10,"Rua Laranjeiras, 156",Galpão,-10.9124,-37.049729166666665,Abandonado/IPTU Atrasado
CNEFE-2800308-2-11,"Rua Laranjeiras, 171",Residencial,-10.9126,-37.04980208333333,Alugado
CNEFE-2800308-2-12,"Rua Laranjeiras, 187",Prédio Misto,-10.9124,-37.049875,Abandonado/IPTU Atrasado
CNEFE-2800308-2-13,"Rua Laranjeiras, 203",Loja Térrea,-10.9126,-37.04994791666667,Alugado
CNEFE-2800308-2-14,"Rua Laranjeiras, 218",Residencial,-10.9124,-37.050020833333335,Alugado
CNEFE-2800308-2-15,"Rua Laranjeiras, 234",Loja Térrea,-10.9126,-37.05009375,Abandonado/IPTU Atrasado
CNEFE-2800308-2-16,"Rua Laranjeiras, 250",Residencial,-10.9124,-37.05016666666667,Alugado
CNEFE-2800308-2-17,"Rua Laranjeiras, 265",Residencial,-10.9126,-37.05023958333333,Alugado
CNEFE-2800308-2-18,"Rua Laranjeiras, 281",Sala Comercial,-10.9124,-37.0503125,Abandonado/IPTU Atrasado
CNEFE-2800308-2-19,"Rua Laranjeiras, 296",Loja Térrea,-10.9126,-37.050385416666664,Disponível
CNEFE-2800308-2-20,"Rua Laranjeiras, 312",Residencial,-10.9124,-37.05045833333333,Alugado
CNEFE-2800308-2-21,"Rua Laranjeiras, 328",Residencial,-10.9126,-37.05053125,Alugado
CNEFE-2800308-2-22,"Rua Laranjeiras, 343",Prédio Misto,-10.9124,-37.050604166666666,Alugado
CNEFE-2800308-2-23,"Rua Laranjeiras, 359",Residencial,-10.9126,-37.05067708333333,Alugado
CNEFE-2800308-2-24,"Rua Laranjeiras, 375",Loja Térrea,-10.9124,-37.05075,Alugado
CNEFE-2800308-2-25,"Rua Laranjeiras, 390",Residencial,-10.9126,-37.05082291666667,Alugado
CNEFE-2800308-2-26,"Rua Laranjeiras, 406",Sala Comercial,-10.9124,-37.050895833333335,Disponível
CNEFE-2800308-2-27,"Rua Laranjeiras, 421",Residencial,-10.9126,-37.050968749999996,Alugado
CNEFE-2800308-2-28,"Rua Laranjeiras, 437",Loja Térrea,-10.9124,-37.05104166666666,Alugado
CNEFE-2800308-2-29,"Rua Laranjeiras, 453",Residencial,-10.9126,-37.05111458333333,Alugado
CNEFE-2800308-2-30,"Rua Laranjeiras, 468",Residencial,-10.9124,-37.0511875,Alugado
CNEFE-2800308-2-31,"Rua Laranjeiras, 484",Sala Comercial,-10.9126,-37.051260416666665,Disponível
CNEFE-2800308-2-32,"Rua Laranjeiras, 500",Sala Comercial,-10.9124,-37.05133333333333,Alugado
CNEFE-2800308-2-33,"Rua Laranjeiras, 515",Residencial,-10.9126,-37.05140625,Alugado
CNEFE-2800308-2-34,"Rua Laranjeiras, 531",Residencial,-10.9124,-37.05147916666667,Alugado
CNEFE-2800308-2-35,"Rua Laranjeiras, 546",Galpão,-10.9126,-37.051552083333334,Abandonado/IPTU Atrasado
CNEFE-2800308-2-36,"Rua Laranjeiras, 562",Sala Comercial,-10.9124,-37.051625,Alugado
CNEFE-2800308-2-37,"Rua Laranjeiras, 578",Residencial,-10.9126,-37.05169791666667,Alugado
CNEFE-2800308-2-38,"Rua Laranjeiras, 593",Sala Comercial,-10.9124,-37.05177083333333,Alugado
CNEFE-2800308-2-39,"Rua Laranjeiras, 609",Residencial,-10.9126,-37.051843749999996,Alugado
CNEFE-2800308-2-40,"Rua Laranjeiras, 625",Sala Comercial,-10.9124,-37.05191666666666,Alugado
CNEFE-2800308-2-41,"Rua Laranjeiras, 640",Loja Térrea,-10.9126,-37.05198958333333,Abandonado/IPTU Atrasado
CNEFE-2800308-2-42,"Rua Laranjeiras, 656",Prédio Misto,-10.9124,-37.0520625,Abandonado/IPTU Atrasado
CNEFE-2800308-2-43,"Rua Laranjeiras, 671",Residencial,-10.9126,-37.052135416666665,Alugado
CNEFE-2800308-2-44,"Rua Laranjeiras, 687",Residencial,-10.9124,-37.05220833333333,Alugado
CNEFE-2800308-2-45,"Rua Laranjeiras, 703",Galpão,-10.9126,-37.05228125,Abandonado/IPTU Atrasado
CNEFE-2800308-2-46,"Rua Laranjeiras, 718",Galpão,-10.9124,-37.05235416666667,Abandonado/IPTU Atrasado
CNEFE-2800308-2-47,"Rua Laranjeiras, 734",Sala Comercial,-10.9126,-37.052427083333335,Alugado
CNEFE-2800308-2-48,"Rua Laranjeiras, 750",Residencial,-10.9124,-37.052499999999995,Alugado
CNEFE-2800308-2-49,"Rua Laranjeiras, 765",Residencial,-10.9126,-37.05257291666666,Alugado
CNEFE-2800308-2-50,"Rua Laranjeiras, 781",Prédio Misto,-10.9124,-37.05264583333333,Alugado
CNEFE-2800308-2-51,"Rua Laranjeiras, 796",Galpão,-10.9126,-37.05271875,Abandonado/IPTU Atrasado
CNEFE-2800308-2-52,"Rua Laranjeiras, 812",Prédio Misto,-10.9124,-37.052791666666664,Disponível
CNEFE-2800308-2-53,"Rua Laranjeiras, 828",Prédio Misto,-10.9126,-37.05286458333333,Alugado
CNEFE-2800308-2-54,"Rua Laranjeiras, 843",Residencial,-10.9124,-37.0529375,Alugado
CNEFE-2800308-2-55,"Rua Laranjeiras, 859",Residencial,-10.9126,-37.053010416666666,Alugado
CNEFE-2800308-2-56,"Rua Laranjeiras, 875",Loja Térrea,-10.9124,-37.05308333333333,Disponível
CNEFE-2800308-2-57,"Rua Laranjeiras, 890",Residencial,-10.9126,-37.05315625,Alugado
CNEFE-2800308-2-58,"Rua Laranjeiras, 906",Residencial,-10.9124,-37.05322916666667,Alugado
CNEFE-2800308-2-59,"Rua Laranjeiras, 921",Sala Comercial,-10.9126,-37.05330208333333,Alugado
CNEFE-2800308-2-60,"Rua Laranjeiras, 937",Prédio Misto,-10.9124,-37.053374999999996,Alugado
CNEFE-2800308-2-61,"Rua Laranjeiras, 953",Loja Térrea,-10.9126,-37.05344791666666,Alugado
CNEFE-2800308-2-62,"Rua Laranjeiras, 968",Residencial,-10.9124,-37.05352083333333,Alugado
CNEFE-2800308-2-63,"Rua Laranjeiras, 984",Residencial,-10.9126,-37.05359375,Alugado
CNEFE-2800308-2-64,"Rua Laranjeiras, 1000",Sala Comercial,-10.9124,-37.053666666666665,Alugado
CNEFE-2800308-2-65,"Rua Laranjeiras, 1015",Residencial,-10.9126,-37.05373958333333,Alugado
CNEFE-2800308-2-66,"Rua Laranjeiras, 1031",Prédio Misto,-10.9124,-37.0538125,Alugado
CNEFE-2800308-2-67,"Rua Laranjeiras, 1046",Residencial,-10.9126,-37.05388541666667,Alugado
CNEFE-2800308-2-68,"Rua Laranjeiras, 1062",Prédio Misto,-10.9124,-37.053958333333334,Alugado
CNEFE-2800308-2-69,"Rua Laranjeiras, 1078",Residencial,-10.9126,-37.05403125,Alugado
CNEFE-2800308-2-70,"Rua Laranjeiras, 1093",Residencial,-10.9124,-37.05410416666666,Alugado
CNEFE-2800308-2-71,"Rua Laranjeiras, 1109",Prédio Misto,-10.9126,-37.05417708333333,Alugado
CNEFE-2800308-2-72,"Rua Laranjeiras, 1125",Residencial,-10.9124,-37.054249999999996,Alugado
CNEFE-2800308-2-73,"Rua Laranjeiras, 1140",Loja Térrea,-10.9126,-37.05432291666666,Alugado
CNEFE-2800308-2-74,"Rua Laranjeiras, 1156",Prédio Misto,-10.9124,-37.05439583333333,Alugado
CNEFE-2800308-2-75,"Rua Laranjeiras, 1171",Loja Térrea,-10.9126,-37.05446875,Abandonado/IPTU Atrasado
CNEFE-2800308-2-76,"Rua Laranjeiras, 1187",Sala Comercial,-10.9124,-37.054541666666665,Disponível
CNEFE-2800308-2-77,"Rua Laranjeiras, 1203",Residencial,-10.9126,-37.05461458333333,Alugado
CNEFE-2800308-2-78,"Rua Laranjeiras, 1218",Sala Comercial,-10.9124,-37.0546875,Alugado
CNEFE-2800308-2-79,"Rua Laranjeiras, 1234",Residencial,-10.9126,-37.05476041666667,Alugado
CNEFE-2800308-2-80,"Rua Laranjeiras, 1250",Residencial,-10.9124,-37.054833333333335,Alugado
CNEFE-2800308-2-81,"Rua Laranjeiras, 1265",Loja Térrea,-10.9126,-37.054906249999995,Alugado
CNEFE-2800308-2-82,"Rua Laranjeiras, 1281",Galpão,-10.9124,-37.05497916666666,Abandonado/IPTU Atrasado
CNEFE-2800308-2-83,"Rua Laranjeiras, 1296",Residencial,-10.9126,-37.05505208333333,Alugado
CNEFE-2800308-2-84,"Rua Laranjeiras, 1312",Residencial,-10.9124,-37.055125,Alugado
CNEFE-2800308-2-85,"Rua Laranjeiras, 1328",Residencial,-10.9126,-37.055197916666664,Alugado
CNEFE-2800308-2-86,"Rua Laranjeiras, 1343",Galpão,-10.9124,-37.05527083333333,Abandonado/IPTU Atrasado
CNEFE-2800308-2-87,"Rua Laranjeiras, 1359",Sala Comercial,-10.9126,-37.05534375,Alugado
CNEFE-2800308-2-88,"Rua Laranjeiras, 1375",Sala Comercial,-10.9124,-37.055416666666666,Alugado
CNEFE-2800308-2-89,"Rua Laranjeiras, 1390",Residencial,-10.9126,-37.05548958333333,Alugado
CNEFE-2800308-2-90,"Rua Laranjeiras, 1406",Loja Térrea,-10.9124,-37.0555625,Alugado
CNEFE-2800308-2-91,"Rua Laranjeiras, 1421",Residencial,-10.9126,-37.05563541666666,Alugado
CNEFE-2800308-2-92,"Rua Laranjeiras, 1437",Residencial,-10.9124,-37.05570833333333,Alugado
CNEFE-2800308-2-93,"Rua Laranjeiras, 1453",Residencial,-10.9126,-37.055781249999995,Alugado
CNEFE-2800308-2-94,"Rua Laranjeiras, 1468",Galpão,-10.9124,-37.05585416666666,Disponível
CNEFE-2800308-2-95,"Rua Laranjeiras, 1484",Residencial,-10.9126,-37.05592708333333,Alugado
CNEFE-2800308-2-96,"Rua Laranjeiras, 1500",Loja Térrea,-10.9124,-37.056,Alugado
CNEFE-2800308-3-0,"Rua Itabaiana, 1",Loja Térrea,-10.911,-37.0539,Alugado
CNEFE-2800308-3-1,"Rua Itabaiana, 13",Loja Térrea,-10.91107247706422,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-2,"Rua Itabaiana, 27",Residencial,-10.91114495412844,-37.0539,Alugado
CNEFE-2800308-3-3,"Rua Itabaiana, 41",Residencial,-10.91121743119266,-37.054100000000005,Alugado
CNEFE-2800308-3-4,"Rua Itabaiana, 55",Galpão,-10.91128990825688,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-5,"Rua Itabaiana, 68",Loja Térrea,-10.9113623853211,-37.054100000000005,Alugado
CNEFE-2800308-3-6,"Rua Itabaiana, 82",Residencial,-10.91143486238532,-37.0539,Alugado
CNEFE-2800308-3-7,"Rua Itabaiana, 96",Loja Térrea,-10.91150733944954,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-8,"Rua Itabaiana, 110",Prédio Misto,-10.911579816513761,-37.0539,Alugado
CNEFE-2800308-3-9,"Rua Itabaiana, 123",Residencial,-10.911652293577982,-37.054100000000005,Alugado
CNEFE-2800308-3-10,"Rua Itabaiana, 137",Sala Comercial,-10.911724770642202,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-11,"Rua Itabaiana, 151",Residencial,-10.911797247706422,-37.054100000000005,Alugado
CNEFE-2800308-3-12,"Rua Itabaiana, 165",Galpão,-10.911869724770641,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-13,"Rua Itabaiana, 178",Residencial,-10.911942201834862,-37.054100000000005,Alugado
CNEFE-2800308-3-14,"Rua Itabaiana, 192",Residencial,-10.912014678899082,-37.0539,Alugado
CNEFE-2800308-3-15,"Rua Itabaiana, 206",Residencial,-10.912087155963302,-37.054100000000005,Alugado
CNEFE-2800308-3-16,"Rua Itabaiana, 220",Residencial,-10.912159633027523,-37.0539,Alugado
CNEFE-2800308-3-17,"Rua Itabaiana, 233",Residencial,-10.912232110091743,-37.054100000000005,Alugado
CNEFE-2800308-3-18,"Rua Itabaiana, 247",Loja Térrea,-10.912304587155964,-37.0539,Disponível
CNEFE-2800308-3-19,"Rua Itabaiana, 261",Residencial,-10.912377064220184,-37.054100000000005,Alugado
CNEFE-2800308-3-20,"Rua Itabaiana, 275",Prédio Misto,-10.912449541284403,-37.0539,Disponível
CNEFE-2800308-3-21,"Rua Itabaiana, 288",Residencial,-10.912522018348623,-37.054100000000005,Alugado
CNEFE-2800308-3-22,"Rua Itabaiana, 302",Residencial,-10.912594495412844,-37.0539,Alugado
CNEFE-2800308-3-23,"Rua Itabaiana, 316",Loja Térrea,-10.912666972477064,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-24,"Rua Itabaiana, 330",Residencial,-10.912739449541284,-37.0539,Alugado
CNEFE-2800308-3-25,"Rua Itabaiana, 344",Loja Térrea,-10.912811926605505,-37.054100000000005,Alugado
CNEFE-2800308-3-26,"Rua Itabaiana, 357",Residencial,-10.912884403669725,-37.0539,Alugado
CNEFE-2800308-3-27,"Rua Itabaiana, 371",Sala Comercial,-10.912956880733946,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-28,"Rua Itabaiana, 385",Prédio Misto,-10.913029357798164,-37.0539,Alugado
CNEFE-2800308-3-29,"Rua Itabaiana, 399",Sala Comercial,-10.913101834862385,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-30,"Rua Itabaiana, 412",Loja Térrea,-10.913174311926605,-37.0539,Disponível
CNEFE-2800308-3-31,"Rua Itabaiana, 426",Sala Comercial,-10.913246788990826,-37.054100000000005,Alugado
CNEFE-2800308-3-32,"Rua Itabaiana, 440",Galpão,-10.913319266055046,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-33,"Rua Itabaiana, 454",Prédio Misto,-10.913391743119266,-37.054100000000005,Alugado
CNEFE-2800308-3-34,"Rua Itabaiana, 467",Residencial,-10.913464220183487,-37.0539,Alugado
CNEFE-2800308-3-35,"Rua Itabaiana, 481",Residencial,-10.913536697247707,-37.054100000000005,Alugado
CNEFE-2800308-3-36,"Rua Itabaiana, 495",Galpão,-10.913609174311926,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-37,"Rua Itabaiana, 509",Residencial,-10.913681651376146,-37.054100000000005,Alugado
CNEFE-2800308-3-38,"Rua Itabaiana, 522",Galpão,-10.913754128440367,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-39,"Rua Itabaiana, 536",Prédio Misto,-10.913826605504587,-37.054100000000005,Disponível
CNEFE-2800308-3-40,"Rua Itabaiana, 550",Sala Comercial,-10.913899082568808,-37.0539,Disponível
CNEFE-2800308-3-41,"Rua Itabaiana, 564",Loja Térrea,-10.913971559633028,-37.054100000000005,Disponível
CNEFE-2800308-3-42,"Rua Itabaiana, 577",Loja Térrea,-10.914044036697248,-37.0539,Alugado
CNEFE-2800308-3-43,"Rua Itabaiana, 591",Galpão,-10.914116513761467,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-44,"Rua Itabaiana, 605",Prédio Misto,-10.914188990825687,-37.0539,Alugado
CNEFE-2800308-3-45,"Rua Itabaiana, 619",Sala Comercial,-10.914261467889908,-37.054100000000005,Disponível
CNEFE-2800308-3-46,"Rua Itabaiana, 633",Galpão,-10.914333944954128,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-47,"Rua Itabaiana, 646",Loja Térrea,-10.914406422018349,-37.054100000000005,Alugado
CNEFE-2800308-3-48,"Rua Itabaiana, 660",Residencial,-10.91447889908257,-37.0539,Alugado
CNEFE-2800308-3-49,"Rua Itabaiana, 674",Prédio Misto,-10.91455137614679,-37.054100000000005,Alugado
CNEFE-2800308-3-50,"Rua Itabaiana, 688",Prédio Misto,-10.91462385321101,-37.0539,Alugado
CNEFE-2800308-3-51,"Rua Itabaiana, 701",Residencial,-10.914696330275229,-37.054100000000005,Alugado
CNEFE-2800308-3-52,"Rua Itabaiana, 715",Loja Térrea,-10.914768807339449,-37.0539,Alugado
CNEFE-2800308-3-53,"Rua Itabaiana, 729",Sala Comercial,-10.91484128440367,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-54,"Rua Itabaiana, 743",Prédio Misto,-10.91491376146789,-37.0539,Disponível
CNEFE-2800308-3-55,"Rua Itabaiana, 756",Prédio Misto,-10.91498623853211,-37.054100000000005,Disponível
CNEFE-2800308-3-56,"Rua Itabaiana, 770",Residencial,-10.91505871559633,-37.0539,Alugado
CNEFE-2800308-3-57,"Rua Itabaiana, 784",Residencial,-10.915131192660551,-37.054100000000005,Alugado
